"","name","position","team","season","stat_type","stats"
"405","Adrian Peterson","RB","DET",2020,"fantasy_points",112.5
"406","Adrian Peterson","RB","DET",2020,"fantasy_points_ppr",124.5
"407","Adrian Peterson","RB","DET",2020,"total_yards",705
"408","Adrian Peterson","RB","DET",2020,"games",16
"409","Adrian Peterson","RB","DET",2020,"touches",168
"410","Adrian Peterson","RB","DET",2020,"rush_td_percentage",0.045
"411","Adrian Peterson","RB","DET",2020,"rec_td_percentage",0
"412","Adrian Peterson","RB","DET",2020,"total_tds",7
"413","Adrian Peterson","RB","DET",2020,"td_percentage",0.042
"414","Adrian Peterson","RB","DET",2020,"pass_ypg",0
"415","Adrian Peterson","RB","DET",2020,"rush_ypg",37.75
"416","Adrian Peterson","RB","DET",2020,"rec_ypg",6.3125
"417","Adrian Peterson","RB","DET",2020,"ppg",7.03125
"418","Adrian Peterson","RB","DET",2020,"ppr_ppg",7.78125
"419","Adrian Peterson","RB","DET",2020,"ypg",0
"420","Adrian Peterson","RB","DET",2020,"pr",33.87
"421","Adrian Peterson","RB","MIN",2012,"carries",348
"422","Adrian Peterson","RB","MIN",2012,"rushing_yards",2097
"423","Adrian Peterson","RB","MIN",2012,"rushing_tds",12
"424","Adrian Peterson","RB","MIN",2012,"rushing_fumbles",3
"425","Adrian Peterson","RB","MIN",2012,"rushing_fumbles_lost",2
"426","Adrian Peterson","RB","MIN",2012,"rushing_first_downs",85
"427","Adrian Peterson","RB","MIN",2012,"rushing_2pt_conversions",1
"428","Adrian Peterson","RB","MIN",2012,"receptions",40
"429","Adrian Peterson","RB","MIN",2012,"targets",51
"430","Adrian Peterson","RB","MIN",2012,"receiving_yards",217
"431","Adrian Peterson","RB","MIN",2012,"receiving_tds",1
"432","Adrian Peterson","RB","MIN",2012,"receiving_fumbles",1
"433","Adrian Peterson","RB","MIN",2012,"receiving_fumbles_lost",0
"434","Adrian Peterson","RB","MIN",2012,"receiving_air_yards",93
"435","Adrian Peterson","RB","MIN",2012,"receiving_yards_after_catch",186
"436","Adrian Peterson","RB","MIN",2012,"receiving_first_downs",10
"437","Adrian Peterson","RB","MIN",2012,"receiving_2pt_conversions",0
